,path,class,mode,id
0,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/28.jpg,toluca,test,5.825626581335156e+17
1,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/26.jpg,toluca,test,5.825626581335156e+17
2,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/6.jpg,toluca,test,5.825626581335156e+17
3,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/10.jpg,toluca,test,5.825626581335156e+17
4,/media/data_16T/nwl/datasets/airbnb/toluca/597868368220821149/25.jpg,toluca,test,5.978683682208211e+17
5,/media/data_16T/nwl/datasets/airbnb/toluca/597868368220821149/31.jpg,toluca,test,5.978683682208211e+17
6,/media/data_16T/nwl/datasets/airbnb/toluca/48474752/25.jpg,toluca,test,48474752.0
7,/media/data_16T/nwl/datasets/airbnb/toluca/48474752/24.jpg,toluca,test,48474752.0
8,/media/data_16T/nwl/datasets/airbnb/toluca/48474752/13.jpg,toluca,test,48474752.0
9,/media/data_16T/nwl/datasets/airbnb/toluca/48474752/4.jpg,toluca,test,48474752.0
10,/media/data_16T/nwl/datasets/airbnb/toluca/48474752/31.jpg,toluca,test,48474752.0
11,/media/data_16T/nwl/datasets/airbnb/toluca/48474752/34.jpg,toluca,test,48474752.0
12,/media/data_16T/nwl/datasets/airbnb/toluca/27968323/10.jpg,toluca,test,27968323.0
13,/media/data_16T/nwl/datasets/airbnb/toluca/23594794/7.jpg,toluca,test,23594794.0
14,/media/data_16T/nwl/datasets/airbnb/toluca/23594794/26.jpg,toluca,test,23594794.0
15,/media/data_16T/nwl/datasets/airbnb/toluca/23594794/9.jpg,toluca,test,23594794.0
16,/media/data_16T/nwl/datasets/airbnb/toluca/23594794/3.jpg,toluca,test,23594794.0
17,/media/data_16T/nwl/datasets/airbnb/toluca/22015774/25.jpg,toluca,test,22015774.0
18,/media/data_16T/nwl/datasets/airbnb/toluca/22015774/26.jpg,toluca,test,22015774.0
