,path,class,mode,id
0,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/24.jpg,toluca,test,5.825626581335156e+17
1,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/22.jpg,toluca,test,5.825626581335156e+17
2,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/9.jpg,toluca,test,5.825626581335156e+17
3,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/21.jpg,toluca,test,5.825626581335156e+17
4,/media/data_16T/nwl/datasets/airbnb/toluca/48474752/20.jpg,toluca,test,48474752.0
5,/media/data_16T/nwl/datasets/airbnb/toluca/48474752/10.jpg,toluca,test,48474752.0
6,/media/data_16T/nwl/datasets/airbnb/toluca/27968323/8.jpg,toluca,test,27968323.0
7,/media/data_16T/nwl/datasets/airbnb/toluca/27968323/1.jpg,toluca,test,27968323.0
8,/media/data_16T/nwl/datasets/airbnb/toluca/23594794/24.jpg,toluca,test,23594794.0
9,/media/data_16T/nwl/datasets/airbnb/toluca/23594794/13.jpg,toluca,test,23594794.0
10,/media/data_16T/nwl/datasets/airbnb/toluca/23594794/21.jpg,toluca,test,23594794.0
11,/media/data_16T/nwl/datasets/airbnb/toluca/32224080/14.jpg,toluca,test,32224080.0
12,/media/data_16T/nwl/datasets/airbnb/toluca/22015774/16.jpg,toluca,test,22015774.0
13,/media/data_16T/nwl/datasets/airbnb/toluca/563864829267882134/29.jpg,toluca,test,5.638648292678821e+17
14,/media/data_16T/nwl/datasets/airbnb/toluca/563864829267882134/33.jpg,toluca,test,5.638648292678821e+17
15,/media/data_16T/nwl/datasets/airbnb/toluca/563864829267882134/28.jpg,toluca,test,5.638648292678821e+17
16,/media/data_16T/nwl/datasets/airbnb/toluca/563864829267882134/22.jpg,toluca,test,5.638648292678821e+17
17,/media/data_16T/nwl/datasets/airbnb/toluca/563864829267882134/26.jpg,toluca,test,5.638648292678821e+17
18,/media/data_16T/nwl/datasets/airbnb/toluca/563864829267882134/30.jpg,toluca,test,5.638648292678821e+17
19,/media/data_16T/nwl/datasets/airbnb/toluca/563864829267882134/21.jpg,toluca,test,5.638648292678821e+17
20,/media/data_16T/nwl/datasets/airbnb/toluca/716202988812485965/13.jpg,toluca,test,7.16202988812486e+17
21,/media/data_16T/nwl/datasets/airbnb/toluca/716202988812485965/4.jpg,toluca,test,7.16202988812486e+17
22,/media/data_16T/nwl/datasets/airbnb/toluca/716202988812485965/10.jpg,toluca,test,7.16202988812486e+17
23,/media/data_16T/nwl/datasets/airbnb/toluca/716202988812485965/21.jpg,toluca,test,7.16202988812486e+17
24,/media/data_16T/nwl/datasets/airbnb/toluca/30267448/25.jpg,toluca,test,30267448.0
25,/media/data_16T/nwl/datasets/airbnb/toluca/30267448/33.jpg,toluca,test,30267448.0
26,/media/data_16T/nwl/datasets/airbnb/toluca/637897493833516331/11.jpg,toluca,test,6.378974938335163e+17
27,/media/data_16T/nwl/datasets/airbnb/toluca/637897493833516331/4.jpg,toluca,test,6.378974938335163e+17
28,/media/data_16T/nwl/datasets/airbnb/toluca/691445643216307439/2.jpg,toluca,test,6.914456432163075e+17
29,/media/data_16T/nwl/datasets/airbnb/toluca/691445643216307439/11.jpg,toluca,test,6.914456432163075e+17
30,/media/data_16T/nwl/datasets/airbnb/toluca/52793453/7.jpg,toluca,test,52793453.0
31,/media/data_16T/nwl/datasets/airbnb/toluca/52793453/1.jpg,toluca,test,52793453.0
32,/media/data_16T/nwl/datasets/airbnb/toluca/52434545/3.jpg,toluca,test,52434545.0
33,/media/data_16T/nwl/datasets/airbnb/toluca/52434545/4.jpg,toluca,test,52434545.0
34,/media/data_16T/nwl/datasets/airbnb/toluca/32015898/3.jpg,toluca,test,32015898.0
35,/media/data_16T/nwl/datasets/airbnb/toluca/720390297251543963/38.jpg,toluca,test,7.203902972515439e+17
36,/media/data_16T/nwl/datasets/airbnb/toluca/49247890/22.jpg,toluca,test,49247890.0
37,/media/data_16T/nwl/datasets/airbnb/toluca/53723296/13.jpg,toluca,test,53723296.0
38,/media/data_16T/nwl/datasets/airbnb/toluca/23421656/24.jpg,toluca,test,23421656.0
39,/media/data_16T/nwl/datasets/airbnb/toluca/23421656/22.jpg,toluca,test,23421656.0
40,/media/data_16T/nwl/datasets/airbnb/toluca/19700803/7.jpg,toluca,test,19700803.0
41,/media/data_16T/nwl/datasets/airbnb/toluca/19700803/18.jpg,toluca,test,19700803.0
42,/media/data_16T/nwl/datasets/airbnb/toluca/19700803/15.jpg,toluca,test,19700803.0
43,/media/data_16T/nwl/datasets/airbnb/toluca/19700803/0.jpg,toluca,test,19700803.0
44,/media/data_16T/nwl/datasets/airbnb/toluca/19700803/6.jpg,toluca,test,19700803.0
45,/media/data_16T/nwl/datasets/airbnb/toluca/19700803/16.jpg,toluca,test,19700803.0
46,/media/data_16T/nwl/datasets/airbnb/toluca/19700803/8.jpg,toluca,test,19700803.0
47,/media/data_16T/nwl/datasets/airbnb/toluca/40374082/2.jpg,toluca,test,40374082.0
48,/media/data_16T/nwl/datasets/airbnb/toluca/40374082/6.jpg,toluca,test,40374082.0
49,/media/data_16T/nwl/datasets/airbnb/toluca/49551767/20.jpg,toluca,test,49551767.0
50,/media/data_16T/nwl/datasets/airbnb/toluca/39394138/22.jpg,toluca,test,39394138.0
51,/media/data_16T/nwl/datasets/airbnb/toluca/670491510311019516/0.jpg,toluca,test,6.704915103110195e+17
52,/media/data_16T/nwl/datasets/airbnb/toluca/670491510311019516/6.jpg,toluca,test,6.704915103110195e+17
53,/media/data_16T/nwl/datasets/airbnb/toluca/44612622/13.jpg,toluca,test,44612622.0
54,/media/data_16T/nwl/datasets/airbnb/toluca/18077266/17.jpg,toluca,test,18077266.0
55,/media/data_16T/nwl/datasets/airbnb/toluca/50546137/12.jpg,toluca,test,50546137.0
56,/media/data_16T/nwl/datasets/airbnb/toluca/50546137/14.jpg,toluca,test,50546137.0
57,/media/data_16T/nwl/datasets/airbnb/toluca/51696224/22.jpg,toluca,test,51696224.0
58,/media/data_16T/nwl/datasets/airbnb/toluca/51696224/21.jpg,toluca,test,51696224.0
59,/media/data_16T/nwl/datasets/airbnb/toluca/24524328/11.jpg,toluca,test,24524328.0
60,/media/data_16T/nwl/datasets/airbnb/toluca/24524328/4.jpg,toluca,test,24524328.0
61,/media/data_16T/nwl/datasets/airbnb/toluca/24524328/10.jpg,toluca,test,24524328.0
62,/media/data_16T/nwl/datasets/airbnb/toluca/24524328/5.jpg,toluca,test,24524328.0
63,/media/data_16T/nwl/datasets/airbnb/toluca/48071390/20.jpg,toluca,test,48071390.0
64,/media/data_16T/nwl/datasets/airbnb/toluca/52367932/19.jpg,toluca,test,52367932.0
65,/media/data_16T/nwl/datasets/airbnb/toluca/52367932/12.jpg,toluca,test,52367932.0
66,/media/data_16T/nwl/datasets/airbnb/toluca/52367932/13.jpg,toluca,test,52367932.0
67,/media/data_16T/nwl/datasets/airbnb/toluca/46472705/9.jpg,toluca,test,46472705.0
68,/media/data_16T/nwl/datasets/airbnb/toluca/46472705/3.jpg,toluca,test,46472705.0
69,/media/data_16T/nwl/datasets/airbnb/toluca/46472705/4.jpg,toluca,test,46472705.0
70,/media/data_16T/nwl/datasets/airbnb/toluca/46472705/10.jpg,toluca,test,46472705.0
71,/media/data_16T/nwl/datasets/airbnb/toluca/41822740/21.jpg,toluca,test,41822740.0
72,/media/data_16T/nwl/datasets/airbnb/toluca/53437727/25.jpg,toluca,test,53437727.0
73,/media/data_16T/nwl/datasets/airbnb/toluca/23475908/18.jpg,toluca,test,23475908.0
74,/media/data_16T/nwl/datasets/airbnb/toluca/45788274/14.jpg,toluca,test,45788274.0
75,/media/data_16T/nwl/datasets/airbnb/toluca/45788274/9.jpg,toluca,test,45788274.0
76,/media/data_16T/nwl/datasets/airbnb/toluca/45788274/1.jpg,toluca,test,45788274.0
77,/media/data_16T/nwl/datasets/airbnb/toluca/45788274/5.jpg,toluca,test,45788274.0
78,/media/data_16T/nwl/datasets/airbnb/toluca/43096224/12.jpg,toluca,test,43096224.0
79,/media/data_16T/nwl/datasets/airbnb/toluca/43096224/4.jpg,toluca,test,43096224.0
80,/media/data_16T/nwl/datasets/airbnb/toluca/53888103/19.jpg,toluca,test,53888103.0
81,/media/data_16T/nwl/datasets/airbnb/toluca/53888103/20.jpg,toluca,test,53888103.0
82,/media/data_16T/nwl/datasets/airbnb/toluca/49595646/0.jpg,toluca,test,49595646.0
83,/media/data_16T/nwl/datasets/airbnb/toluca/49595646/9.jpg,toluca,test,49595646.0
84,/media/data_16T/nwl/datasets/airbnb/toluca/49595646/6.jpg,toluca,test,49595646.0
85,/media/data_16T/nwl/datasets/airbnb/toluca/49595646/16.jpg,toluca,test,49595646.0
86,/media/data_16T/nwl/datasets/airbnb/toluca/49595646/4.jpg,toluca,test,49595646.0
87,/media/data_16T/nwl/datasets/airbnb/toluca/49595646/21.jpg,toluca,test,49595646.0
88,/media/data_16T/nwl/datasets/airbnb/toluca/49595646/5.jpg,toluca,test,49595646.0
89,/media/data_16T/nwl/datasets/airbnb/toluca/50517167/0.jpg,toluca,test,50517167.0
90,/media/data_16T/nwl/datasets/airbnb/toluca/50517167/6.jpg,toluca,test,50517167.0
91,/media/data_16T/nwl/datasets/airbnb/toluca/50517167/17.jpg,toluca,test,50517167.0
92,/media/data_16T/nwl/datasets/airbnb/toluca/16651149/35.jpg,toluca,test,16651149.0
93,/media/data_16T/nwl/datasets/airbnb/toluca/660387404093362345/12.jpg,toluca,test,6.603874040933623e+17
94,/media/data_16T/nwl/datasets/airbnb/toluca/660387404093362345/14.jpg,toluca,test,6.603874040933623e+17
95,/media/data_16T/nwl/datasets/airbnb/toluca/660387404093362345/15.jpg,toluca,test,6.603874040933623e+17
96,/media/data_16T/nwl/datasets/airbnb/toluca/660387404093362345/11.jpg,toluca,test,6.603874040933623e+17
97,/media/data_16T/nwl/datasets/airbnb/toluca/660387404093362345/3.jpg,toluca,train,6.603874040933623e+17
98,/media/data_16T/nwl/datasets/airbnb/toluca/660387404093362345/4.jpg,toluca,train,6.603874040933623e+17
99,/media/data_16T/nwl/datasets/airbnb/toluca/726817272609435091/19.jpg,toluca,train,7.268172726094351e+17
100,/media/data_16T/nwl/datasets/airbnb/toluca/726817272609435091/12.jpg,toluca,train,7.268172726094351e+17
101,/media/data_16T/nwl/datasets/airbnb/toluca/726817272609435091/13.jpg,toluca,train,7.268172726094351e+17
102,/media/data_16T/nwl/datasets/airbnb/toluca/4977094/2.jpg,toluca,train,4977094.0
103,/media/data_16T/nwl/datasets/airbnb/toluca/4977094/6.jpg,toluca,train,4977094.0
104,/media/data_16T/nwl/datasets/airbnb/toluca/38063252/29.jpg,toluca,train,38063252.0
105,/media/data_16T/nwl/datasets/airbnb/toluca/38063252/30.jpg,toluca,train,38063252.0
106,/media/data_16T/nwl/datasets/airbnb/toluca/38063252/31.jpg,toluca,train,38063252.0
107,/media/data_16T/nwl/datasets/airbnb/toluca/34715478/12.jpg,toluca,train,34715478.0
108,/media/data_16T/nwl/datasets/airbnb/toluca/34715478/20.jpg,toluca,train,34715478.0
109,/media/data_16T/nwl/datasets/airbnb/toluca/18092344/2.jpg,toluca,train,18092344.0
110,/media/data_16T/nwl/datasets/airbnb/toluca/18092344/7.jpg,toluca,train,18092344.0
111,/media/data_16T/nwl/datasets/airbnb/toluca/37090474/19.jpg,toluca,train,37090474.0
112,/media/data_16T/nwl/datasets/airbnb/toluca/53718393/4.jpg,toluca,train,53718393.0
113,/media/data_16T/nwl/datasets/airbnb/toluca/53718393/10.jpg,toluca,train,53718393.0
114,/media/data_16T/nwl/datasets/airbnb/toluca/41966517/11.jpg,toluca,train,41966517.0
115,/media/data_16T/nwl/datasets/airbnb/toluca/41966517/4.jpg,toluca,train,41966517.0
116,/media/data_16T/nwl/datasets/airbnb/toluca/41966517/5.jpg,toluca,train,41966517.0
117,/media/data_16T/nwl/datasets/airbnb/toluca/51690882/16.jpg,toluca,train,51690882.0
118,/media/data_16T/nwl/datasets/airbnb/toluca/51690882/17.jpg,toluca,train,51690882.0
119,/media/data_16T/nwl/datasets/airbnb/toluca/54370895/12.jpg,toluca,train,54370895.0
120,/media/data_16T/nwl/datasets/airbnb/toluca/54370895/13.jpg,toluca,train,54370895.0
121,/media/data_16T/nwl/datasets/airbnb/toluca/47271814/26.jpg,toluca,train,47271814.0
122,/media/data_16T/nwl/datasets/airbnb/toluca/47271814/27.jpg,toluca,train,47271814.0
123,/media/data_16T/nwl/datasets/airbnb/toluca/47271814/9.jpg,toluca,train,47271814.0
124,/media/data_16T/nwl/datasets/airbnb/toluca/47271814/1.jpg,toluca,train,47271814.0
125,/media/data_16T/nwl/datasets/airbnb/toluca/43124915/33.jpg,toluca,train,43124915.0
126,/media/data_16T/nwl/datasets/airbnb/toluca/43124915/41.jpg,toluca,train,43124915.0
127,/media/data_16T/nwl/datasets/airbnb/toluca/43124915/32.jpg,toluca,train,43124915.0
128,/media/data_16T/nwl/datasets/airbnb/toluca/37370986/39.jpg,toluca,train,37370986.0
129,/media/data_16T/nwl/datasets/airbnb/toluca/38974006/20.jpg,toluca,train,38974006.0
130,/media/data_16T/nwl/datasets/airbnb/toluca/48715777/13.jpg,toluca,train,48715777.0
131,/media/data_16T/nwl/datasets/airbnb/toluca/48715777/54.jpg,toluca,train,48715777.0
132,/media/data_16T/nwl/datasets/airbnb/toluca/53402051/18.jpg,toluca,train,53402051.0
133,/media/data_16T/nwl/datasets/airbnb/toluca/35947880/4.jpg,toluca,train,35947880.0
134,/media/data_16T/nwl/datasets/airbnb/toluca/35947880/10.jpg,toluca,train,35947880.0
135,/media/data_16T/nwl/datasets/airbnb/toluca/51754771/18.jpg,toluca,train,51754771.0
136,/media/data_16T/nwl/datasets/airbnb/toluca/51754771/21.jpg,toluca,train,51754771.0
137,/media/data_16T/nwl/datasets/airbnb/toluca/48168950/12.jpg,toluca,train,48168950.0
138,/media/data_16T/nwl/datasets/airbnb/toluca/43818496/12.jpg,toluca,train,43818496.0
139,/media/data_16T/nwl/datasets/airbnb/toluca/43818496/13.jpg,toluca,train,43818496.0
140,/media/data_16T/nwl/datasets/airbnb/toluca/43818496/4.jpg,toluca,train,43818496.0
