,path,class,mode,id
0,/media/data_16T/nwl/datasets/airbnb/toluca/23980347/20.jpg,toluca,test,23980347.0
1,/media/data_16T/nwl/datasets/airbnb/toluca/23980347/23.jpg,toluca,test,23980347.0
2,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/12.jpg,toluca,test,5.825626581335156e+17
3,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/14.jpg,toluca,test,5.825626581335156e+17
4,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/33.jpg,toluca,test,5.825626581335156e+17
5,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/13.jpg,toluca,test,5.825626581335156e+17
6,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/30.jpg,toluca,test,5.825626581335156e+17
7,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/23.jpg,toluca,test,5.825626581335156e+17
8,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/31.jpg,toluca,test,5.825626581335156e+17
9,/media/data_16T/nwl/datasets/airbnb/toluca/597868368220821149/24.jpg,toluca,test,5.978683682208211e+17
10,/media/data_16T/nwl/datasets/airbnb/toluca/597868368220821149/28.jpg,toluca,test,5.978683682208211e+17
11,/media/data_16T/nwl/datasets/airbnb/toluca/597868368220821149/26.jpg,toluca,test,5.978683682208211e+17
12,/media/data_16T/nwl/datasets/airbnb/toluca/48474752/22.jpg,toluca,test,48474752.0
13,/media/data_16T/nwl/datasets/airbnb/toluca/23594794/12.jpg,toluca,test,23594794.0
14,/media/data_16T/nwl/datasets/airbnb/toluca/23594794/15.jpg,toluca,test,23594794.0
15,/media/data_16T/nwl/datasets/airbnb/toluca/32224080/2.jpg,toluca,test,32224080.0
16,/media/data_16T/nwl/datasets/airbnb/toluca/32224080/13.jpg,toluca,test,32224080.0
17,/media/data_16T/nwl/datasets/airbnb/toluca/32224080/11.jpg,toluca,test,32224080.0
18,/media/data_16T/nwl/datasets/airbnb/toluca/32224080/8.jpg,toluca,test,32224080.0
19,/media/data_16T/nwl/datasets/airbnb/toluca/22015774/18.jpg,toluca,test,22015774.0
20,/media/data_16T/nwl/datasets/airbnb/toluca/22015774/29.jpg,toluca,test,22015774.0
21,/media/data_16T/nwl/datasets/airbnb/toluca/22015774/28.jpg,toluca,test,22015774.0
22,/media/data_16T/nwl/datasets/airbnb/toluca/12039638/23.jpg,toluca,test,12039638.0
23,/media/data_16T/nwl/datasets/airbnb/toluca/30267448/36.jpg,toluca,test,30267448.0
24,/media/data_16T/nwl/datasets/airbnb/toluca/30267448/24.jpg,toluca,test,30267448.0
25,/media/data_16T/nwl/datasets/airbnb/toluca/30267448/40.jpg,toluca,test,30267448.0
26,/media/data_16T/nwl/datasets/airbnb/toluca/30267448/39.jpg,toluca,test,30267448.0
27,/media/data_16T/nwl/datasets/airbnb/toluca/36478905/4.jpg,toluca,test,36478905.0
28,/media/data_16T/nwl/datasets/airbnb/toluca/36478905/10.jpg,toluca,test,36478905.0
29,/media/data_16T/nwl/datasets/airbnb/toluca/637897493833516331/19.jpg,toluca,test,6.378974938335163e+17
30,/media/data_16T/nwl/datasets/airbnb/toluca/637897493833516331/18.jpg,toluca,test,6.378974938335163e+17
31,/media/data_16T/nwl/datasets/airbnb/toluca/637897493833516331/20.jpg,toluca,test,6.378974938335163e+17
32,/media/data_16T/nwl/datasets/airbnb/toluca/691445643216307439/18.jpg,toluca,test,6.914456432163075e+17
33,/media/data_16T/nwl/datasets/airbnb/toluca/51151416/2.jpg,toluca,test,51151416.0
34,/media/data_16T/nwl/datasets/airbnb/toluca/51151416/8.jpg,toluca,test,51151416.0
35,/media/data_16T/nwl/datasets/airbnb/toluca/1010088699074311205/12.jpg,toluca,test,1.0100886990743112e+18
36,/media/data_16T/nwl/datasets/airbnb/toluca/1010088699074311205/11.jpg,toluca,test,1.0100886990743112e+18
37,/media/data_16T/nwl/datasets/airbnb/toluca/1010088699074311205/4.jpg,toluca,test,1.0100886990743112e+18
38,/media/data_16T/nwl/datasets/airbnb/toluca/53723296/25.jpg,toluca,test,53723296.0
39,/media/data_16T/nwl/datasets/airbnb/toluca/53723296/24.jpg,toluca,test,53723296.0
40,/media/data_16T/nwl/datasets/airbnb/toluca/53723296/28.jpg,toluca,test,53723296.0
41,/media/data_16T/nwl/datasets/airbnb/toluca/53723296/23.jpg,toluca,test,53723296.0
42,/media/data_16T/nwl/datasets/airbnb/toluca/23421656/13.jpg,toluca,test,23421656.0
43,/media/data_16T/nwl/datasets/airbnb/toluca/23421656/11.jpg,toluca,test,23421656.0
44,/media/data_16T/nwl/datasets/airbnb/toluca/23421656/4.jpg,toluca,test,23421656.0
45,/media/data_16T/nwl/datasets/airbnb/toluca/19700803/19.jpg,toluca,test,19700803.0
46,/media/data_16T/nwl/datasets/airbnb/toluca/19700803/1.jpg,toluca,test,19700803.0
47,/media/data_16T/nwl/datasets/airbnb/toluca/19700803/10.jpg,toluca,test,19700803.0
48,/media/data_16T/nwl/datasets/airbnb/toluca/40374082/9.jpg,toluca,test,40374082.0
49,/media/data_16T/nwl/datasets/airbnb/toluca/40374082/3.jpg,toluca,test,40374082.0
50,/media/data_16T/nwl/datasets/airbnb/toluca/761567340292645121/11.jpg,toluca,test,7.615673402926451e+17
51,/media/data_16T/nwl/datasets/airbnb/toluca/761567340292645121/4.jpg,toluca,test,7.615673402926451e+17
52,/media/data_16T/nwl/datasets/airbnb/toluca/49551767/35.jpg,toluca,test,49551767.0
53,/media/data_16T/nwl/datasets/airbnb/toluca/39394138/27.jpg,toluca,test,39394138.0
54,/media/data_16T/nwl/datasets/airbnb/toluca/670491510311019516/15.jpg,toluca,test,6.704915103110195e+17
55,/media/data_16T/nwl/datasets/airbnb/toluca/670491510311019516/16.jpg,toluca,test,6.704915103110195e+17
56,/media/data_16T/nwl/datasets/airbnb/toluca/44612622/2.jpg,toluca,test,44612622.0
57,/media/data_16T/nwl/datasets/airbnb/toluca/44612622/10.jpg,toluca,test,44612622.0
58,/media/data_16T/nwl/datasets/airbnb/toluca/45749776/26.jpg,toluca,test,45749776.0
59,/media/data_16T/nwl/datasets/airbnb/toluca/45749776/16.jpg,toluca,test,45749776.0
60,/media/data_16T/nwl/datasets/airbnb/toluca/18077266/12.jpg,toluca,test,18077266.0
61,/media/data_16T/nwl/datasets/airbnb/toluca/18077266/4.jpg,toluca,test,18077266.0
62,/media/data_16T/nwl/datasets/airbnb/toluca/18077266/10.jpg,toluca,test,18077266.0
