,path,class,mode,id
0,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/19.jpg,toluca,test,5.825626581335156e+17
1,/media/data_16T/nwl/datasets/airbnb/toluca/582562658133515618/4.jpg,toluca,test,5.825626581335156e+17
2,/media/data_16T/nwl/datasets/airbnb/toluca/597868368220821149/35.jpg,toluca,test,5.978683682208211e+17
3,/media/data_16T/nwl/datasets/airbnb/toluca/597868368220821149/34.jpg,toluca,test,5.978683682208211e+17
4,/media/data_16T/nwl/datasets/airbnb/toluca/48474752/18.jpg,toluca,test,48474752.0
5,/media/data_16T/nwl/datasets/airbnb/toluca/48474752/0.jpg,toluca,test,48474752.0
6,/media/data_16T/nwl/datasets/airbnb/toluca/48474752/9.jpg,toluca,test,48474752.0
7,/media/data_16T/nwl/datasets/airbnb/toluca/32224080/18.jpg,toluca,test,32224080.0
8,/media/data_16T/nwl/datasets/airbnb/toluca/32224080/15.jpg,toluca,test,32224080.0
9,/media/data_16T/nwl/datasets/airbnb/toluca/32224080/26.jpg,toluca,test,32224080.0
10,/media/data_16T/nwl/datasets/airbnb/toluca/22015774/12.jpg,toluca,test,22015774.0
11,/media/data_16T/nwl/datasets/airbnb/toluca/22015774/27.jpg,toluca,test,22015774.0
12,/media/data_16T/nwl/datasets/airbnb/toluca/22015774/3.jpg,toluca,test,22015774.0
13,/media/data_16T/nwl/datasets/airbnb/toluca/12039638/7.jpg,toluca,test,12039638.0
14,/media/data_16T/nwl/datasets/airbnb/toluca/12039638/18.jpg,toluca,test,12039638.0
15,/media/data_16T/nwl/datasets/airbnb/toluca/716202988812485965/14.jpg,toluca,test,7.16202988812486e+17
16,/media/data_16T/nwl/datasets/airbnb/toluca/637897493833516331/12.jpg,toluca,test,6.378974938335163e+17
17,/media/data_16T/nwl/datasets/airbnb/toluca/637897493833516331/14.jpg,toluca,test,6.378974938335163e+17
18,/media/data_16T/nwl/datasets/airbnb/toluca/637897493833516331/3.jpg,toluca,test,6.378974938335163e+17
19,/media/data_16T/nwl/datasets/airbnb/toluca/49247890/19.jpg,toluca,test,49247890.0
20,/media/data_16T/nwl/datasets/airbnb/toluca/49247890/24.jpg,toluca,test,49247890.0
21,/media/data_16T/nwl/datasets/airbnb/toluca/53723296/15.jpg,toluca,test,53723296.0
22,/media/data_16T/nwl/datasets/airbnb/toluca/53723296/16.jpg,toluca,test,53723296.0
23,/media/data_16T/nwl/datasets/airbnb/toluca/23421656/15.jpg,toluca,test,23421656.0
24,/media/data_16T/nwl/datasets/airbnb/toluca/49551767/16.jpg,toluca,test,49551767.0
25,/media/data_16T/nwl/datasets/airbnb/toluca/39394138/18.jpg,toluca,test,39394138.0
26,/media/data_16T/nwl/datasets/airbnb/toluca/44612622/7.jpg,toluca,test,44612622.0
27,/media/data_16T/nwl/datasets/airbnb/toluca/44612622/0.jpg,toluca,test,44612622.0
28,/media/data_16T/nwl/datasets/airbnb/toluca/44612622/9.jpg,toluca,test,44612622.0
29,/media/data_16T/nwl/datasets/airbnb/toluca/45749776/4.jpg,toluca,test,45749776.0
30,/media/data_16T/nwl/datasets/airbnb/toluca/45749776/10.jpg,toluca,test,45749776.0
